"","Value","Std.Error","DF","t-value","p-value","Taxa","Group","FDR"
"DaysLinear256",-0.0109977348298754,0.00669985306101917,142,-1.64148895949106,0.102908939354353,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Roseburia; NA","DaysLinear",0.437727314693374
"DaysLinear326",-0.00880372657915183,0.00528158311019277,40,-1.66687267727773,0.103352282635935,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Anaerotruncus;  s__Anaerotruncus_sp.","DaysLinear",0.437727314693374
"DaysLinear77",-0.0152924770733068,0.00922165167436175,37,-1.65832300040386,0.10570768370165,"d__Bacteria;  p__Desulfobacterota;  c__Desulfovibrionia;  o__Desulfovibrionales;  f__Desulfovibrionaceae;  g__Bilophila;  s__uncultured_bacterium","DaysLinear",0.443356498632161
"DaysLinear338",-0.0107484635197944,0.00646652344716393,29,-1.66217034665024,0.107252077797947,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Harryflintia; NA","DaysLinear",0.44550863085301
"DaysLinear23",-0.0146256510587447,0.00865251764996119,13,-1.69033472688846,0.114785139151901,"d__Bacteria;  p__Actinobacteriota;  c__Coriobacteriia;  o__Coriobacteriales;  f__Eggerthellaceae;  g__CHKCI002;  s__uncultured_bacterium","DaysLinear",0.445714902022151
"DaysLinear25",0.0120505687813177,0.00749069443877229,18,1.60873853283124,0.12507160744357,"d__Bacteria;  p__Actinobacteriota;  c__Coriobacteriia;  o__Coriobacteriales;  f__Eggerthellaceae;  g__Eggerthella; NA","DaysLinear",0.445714902022151
"DaysLinear76",-0.0212590629706044,0.013166695702244,34,-1.61460881692446,0.115639088579462,"d__Bacteria;  p__Cyanobacteria;  c__Vampirivibrionia;  o__Gastranaerophilales;  f__Gastranaerophilales;  g__Gastranaerophilales; NA","DaysLinear",0.445714902022151
"DaysLinear91",0.0218820736719804,0.0137976984594176,24,1.58592200984396,0.125846255987168,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__[Clostridium]_innocuum_group;  s__uncultured_organism","DaysLinear",0.445714902022151
"DaysLinear113",0.0163569185634417,0.0099624183113712,16,1.64186225193654,0.120124658151366,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Lactobacillaceae;  g__Lactobacillus;  s__Lactobacillus_rhamnosus","DaysLinear",0.445714902022151
"DaysLinear127",-0.0290861959325541,0.0170216647738097,11,-1.70877504163443,0.115518863955497,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__RF39;  f__RF39;  g__RF39;  s__human_gut","DaysLinear",0.445714902022151
"DaysLinear128",-0.0246872199501403,0.014576999718516,17,-1.6935734668899,0.108588173264637,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__RF39;  f__RF39;  g__RF39;  s__uncultured_bacterium","DaysLinear",0.445714902022151
"DaysLinear148",0.0219530282802531,0.013419514958485,27,1.63590326089786,0.113465713360434,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Clostridia_vadinBB60_group;  f__Clostridia_vadinBB60_group;  g__Clostridia_vadinBB60_group;  s__uncultured_bacterium","DaysLinear",0.445714902022151
"DaysLinear162",-0.00680691617856616,0.00427797253104281,76,-1.59115471854301,0.115726041957357,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Eubacterium]_fissicatena_group; NA","DaysLinear",0.445714902022151
"DaysLinear187",-0.00730372624025381,0.00462942980164627,28,-1.57767296474752,0.125873189922922,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Anaerostignum;  s__uncultured_Firmicutes","DaysLinear",0.445714902022151
"DaysLinear200",-0.0367486474853169,0.0228305791396753,28,-1.60962397232642,0.118698144614823,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Coprococcus;  s__Lachnospiraceae_bacterium","DaysLinear",0.445714902022151
"DaysLinear210",-0.0143211773019259,0.0091096575812874,54,-1.57208733414346,0.121771798201442,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Frisingicoccus; NA","DaysLinear",0.445714902022151
"DaysLinear218",-0.0104617789891745,0.00649596181374392,49,-1.61050500128247,0.113711690389249,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnoclostridium;  s__[Clostridium]_aldenense","DaysLinear",0.445714902022151
"DaysLinear248",-0.0163711325446024,0.0104554962620177,39,-1.56579201353405,0.125476374297085,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_UCG-010;  s__uncultured_organism","DaysLinear",0.445714902022151
"DaysLinear319",-0.0240185231330303,0.0146413770050943,17,-1.6404552061376,0.119281154043753,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__uncultured;  s__unidentified","DaysLinear",0.445714902022151
"DaysLinear346",0.0112561083009236,0.00708591897984156,23,1.58851778194834,0.125822622082242,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Paludicola;  s__Ruminococcaceae_bacterium","DaysLinear",0.445714902022151
"DaysLinear404",0.0345700236984488,0.020938687370982,13,1.65101198016633,0.122673610864655,"d__Bacteria;  p__Firmicutes;  c__Negativicutes;  o__Veillonellales-Selenomonadales;  f__Veillonellaceae;  g__Megasphaera; NA","DaysLinear",0.445714902022151
"DaysLinear409",-0.011431431010339,0.00711126873210652,56,-1.6075093546567,0.113566967862918,"d__Bacteria;  p__Patescibacteria;  c__Saccharimonadia;  o__Saccharimonadales;  f__Saccharimonadaceae;  g__TM7x;  s__uncultured_bacterium","DaysLinear",0.445714902022151
"DaysLinear330",0.0383435552190641,0.0244238589062524,29,1.56992207358553,0.127281428890229,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__CAG-352;  s__uncultured_organism","DaysLinear",0.447037213663245
"DaysLinear53",-0.026642838843506,0.0172689468585616,31,-1.54281781406357,0.13302274765318,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Porphyromonadaceae;  g__Porphyromonas;  s__Porphyromonas_asaccharolytica","DaysLinear",0.450556425002898
"DaysLinear85",-0.00927850031479684,0.00606756723308157,91,-1.52919612727299,0.129684615603438,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelatoclostridiaceae;  g__Erysipelatoclostridium;  s__[Clostridium]_spiroforme","DaysLinear",0.450556425002898
"DaysLinear158",0.0101984076071524,0.00666611758143166,57,1.5298871468394,0.131575895281196,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Eubacteriales;  f__Eubacteriaceae;  g__Eubacterium; NA","DaysLinear",0.450556425002898
"DaysLinear244",-0.00968319811631571,0.00631173351450133,37,-1.5341582616041,0.133498200000859,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_UCG-008;  s__metagenome","DaysLinear",0.450556425002898
"DaysLinear381",-0.0352156239279553,0.0218825004209103,13,-1.60930530106625,0.131553609785253,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Peptostreptococcaceae;  g__Clostridioides;  s__Clostridioides_difficile","DaysLinear",0.450556425002898
"DaysLinear252",-0.00848467127634622,0.00558036086440633,51,-1.5204520787293,0.134573502003997,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Moryella;  s__human_gut","DaysLinear",0.450664750897106
"DaysLinear268",0.0413057257173048,0.0252550697303327,9,1.63554193903866,0.136364693721583,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__uncultured;  s__Ruminococcus_sp.","DaysLinear",0.453150366828646
"DaysLinear180",-0.00751185591061666,0.00504236354407312,65,-1.48974897286933,0.141126831819484,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Ruminococcus]_torques_group;  s__Ruminococcus_lactaris","DaysLinear",0.459112487818956
"DaysLinear293",-0.0135155083876605,0.00903523308326027,69,-1.49586715285751,0.139248370731216,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__Intestinimonas;  s__Intestinimonas_butyriciproducens","DaysLinear",0.459112487818956
"DaysLinear411",-0.0300698447499028,0.0197977960740981,25,-1.51884808982571,0.141347131666484,"d__Bacteria;  p__Proteobacteria;  c__Alphaproteobacteria;  o__Rhodospirillales;  f__uncultured;  g__uncultured;  s__gut_metagenome","DaysLinear",0.459112487818956
"DaysLinear253",-0.0264160803281141,0.017683412983876,24,-1.49383381772516,0.14825104772954,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Robinsoniella;  s__Robinsoniella_peoriensis","DaysLinear",0.470915092787951
"DaysLinear283",0.0106022000566642,0.00721258472968025,65,1.46995847591717,0.146397061883887,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Butyricicoccaceae;  g__Butyricicoccus;  s__uncultured_bacterium","DaysLinear",0.470915092787951
"DaysLinear336",-0.00833999248993015,0.00572593022076395,151,-1.45653058426853,0.147322226213118,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Faecalibacterium; NA","DaysLinear",0.470915092787951
"DaysLinear237",-0.00994088451651332,0.00694079502802362,126,-1.43224003538165,0.154551304563646,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_NK4A136_group; NA","DaysLinear",0.47580955326914
"DaysLinear309",-0.0163491260395437,0.0111550169678829,33,-1.46562986740544,0.15221332119708,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__UCG-003;  s__uncultured_bacterium","DaysLinear",0.47580955326914
"DaysLinear311",-0.0148017718589768,0.0102968486272312,66,-1.43750504594502,0.155298951414233,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__UCG-005;  s__gut_metagenome","DaysLinear",0.47580955326914
"DaysLinear361",-0.0122564663945181,0.00845825822467677,43,-1.44905322927599,0.15457675922569,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__uncultured;  s__uncultured_organism","DaysLinear",0.47580955326914
"DaysLinear374",-0.0142148795045042,0.00981873782949564,49,-1.44772981531318,0.15406101893371,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Anaerovoracaceae;  g__[Eubacterium]_nodatum_group; NA","DaysLinear",0.47580955326914
"DaysLinear300",-0.0185899584868043,0.0127720619430319,27,-1.45551740742586,0.157055741712103,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__Oscillibacter;  s__uncultured_organism","DaysLinear",0.477803383236821
"DaysLinear172",-0.0107712880943831,0.00756126743967637,80,-1.42453473314047,0.158181091243045,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Eubacterium]_xylanophilum_group;  s__uncultured_organism","DaysLinear",0.477861758160808
"DaysLinear30",0.00968473132418511,0.00684859837216645,40,1.41411874341253,0.165063710753758,"d__Bacteria;  p__Actinobacteriota;  c__Coriobacteriia;  o__Coriobacteriales;  f__Eggerthellaceae;  g__Slackia; NA","DaysLinear",0.492804395667093
"DaysLinear121",0.0108840175803478,0.00780831164985571,150,1.39390153318854,0.165408882804927,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Streptococcaceae;  g__Lactococcus;  s__Lactococcus_lactis","DaysLinear",0.492804395667093
"DaysLinear386",-0.0109344856741089,0.00788293385631673,153,-1.38710864170793,0.167425999932671,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Peptostreptococcaceae;  g__Romboutsia; NA","DaysLinear",0.495397479252835
"DaysLinear73",-0.0132046472197686,0.00925094644048175,15,-1.42738338230839,0.173955685969821,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Flavobacteriales;  f__Flavobacteriaceae;  g__uncultured;  s__gut_metagenome","DaysLinear",0.506579332196274
"DaysLinear96",0.0159403983972459,0.0114104742015055,24,1.39699701482545,0.17519878977628,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Faecalitalea;  s__Absiella_dolichum","DaysLinear",0.506579332196274
"DaysLinear340",-0.0369512943006669,0.02536808049124,10,-1.45660584423905,0.17589560145704,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Incertae_Sedis;  s__Clostridium_jeddahense","DaysLinear",0.506579332196274
"DaysLinear420",-0.0358800736568581,0.0248584068970794,13,-1.44337784015731,0.172576751616707,"d__Bacteria;  p__Proteobacteria;  c__Gammaproteobacteria;  o__Enterobacterales;  f__Morganellaceae;  g__Proteus; NA","DaysLinear",0.506579332196274
"DaysLinear66",0.0101170092072611,0.0075957372972668,79,1.33193247887885,0.186712365788633,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Rikenellaceae;  g__Alistipes;  s__Alistipes_sp.","DaysLinear",0.520385432391545
"DaysLinear155",-0.0130944674636447,0.00977172124700628,153,-1.34003694258638,0.182220053058906,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Clostridiales;  f__Clostridiaceae;  g__Clostridium_sensu_stricto_1; NA","DaysLinear",0.520385432391545
"DaysLinear168",0.0103074306881959,0.00769299737959175,62,1.3398458597607,0.185185703151693,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Eubacterium]_ventriosum_group;  s__uncultured_Lachnospiraceae","DaysLinear",0.520385432391545
"DaysLinear356",0.0395435014496515,0.028334332706497,13,1.39560376661294,0.186215303493689,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__uncultured;  s__anaerobic_digester","DaysLinear",0.520385432391545
"DaysLinear401",-0.0203436540585923,0.0148931403315438,21,-1.36597477803283,0.186398534794939,"d__Bacteria;  p__Firmicutes;  c__Negativicutes;  o__Veillonellales-Selenomonadales;  f__Veillonellaceae;  g__Dialister;  s__uncultured_bacterium","DaysLinear",0.520385432391545
"DaysLinear8",0.00475565168490391,0.00358458128193357,52,1.32669656812431,0.19040600085773,"d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Corynebacteriales;  f__Corynebacteriaceae;  g__Corynebacterium;  s__Corynebacterium_durum","DaysLinear",0.525785967524124
"DaysLinear257",-0.0162828325883708,0.0120449379115258,19,-1.35184030901393,0.19230134923336,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Sellimonas;  s__Lachnoclostridium_phocaeense","DaysLinear",0.525785967524124
"DaysLinear263",0.0465132782449744,0.0332222047085475,10,1.40006596952331,0.191746169748096,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Tyzzerella;  s__unidentified","DaysLinear",0.525785967524124
"DaysLinear132",-0.00962695039361586,0.0072233359580586,26,-1.33275683832422,0.194174139765287,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Christensenellales;  f__Christensenellaceae;  g__Christensenellaceae_R-7_group;  s__gut_metagenome","DaysLinear",0.52756747407927
"DaysLinear337",-0.0266671024962986,0.0198324871027449,18,-1.34461716062872,0.195449245591025,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Fournierella;  s__uncultured_bacterium","DaysLinear",0.527712963095768
"DaysLinear103",-0.0115312785556769,0.00879472756884548,31,-1.31115813030132,0.199433851587951,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Erysipelotrichales;  f__Erysipelotrichaceae;  g__Holdemania; NA","DaysLinear",0.531823604234537
"DaysLinear317",-0.010140917621215,0.00782382991083647,72,-1.29615773052137,0.199060546946363,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__uncultured;  s__Clostridium_sp.","DaysLinear",0.531823604234537
"DaysLinear223",-0.0164481470782695,0.0126905054798356,21,-1.29609865457326,0.209005670616741,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnoclostridium;  s__Mordavella_sp.","DaysLinear",0.553929139303264
"DaysLinear57",-0.00933259630233799,0.00718111210845922,14,-1.29960320370773,0.214729921319785,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Prevotellaceae;  g__Prevotella;  s__Prevotella_bivia","DaysLinear",0.565630036647238
"DaysLinear13",-0.014927915660547,0.0116518910100552,15,-1.28115819549502,0.219591249662091,"d__Bacteria;  p__Actinobacteriota;  c__Coriobacteriia;  o__Coriobacteriales;  f__Atopobiaceae;  g__Olsenella;  s__metagenome","DaysLinear",0.571466384662791
"DaysLinear375",0.00577852084434882,0.00467315406721041,95,1.23653548786125,0.219307920222015,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Peptostreptococcales-Tissierellales;  f__Anaerovoracaceae;  g__Family_XIII_AD3011_group;  s__uncultured_bacterium","DaysLinear",0.571466384662791
"DaysLinear",-0.012034523913939,0.00977730476088955,59,-1.23086312723713,0.223258466261491,"d__Archaea;  p__Euryarchaeota;  c__Methanobacteria;  o__Methanobacteriales;  f__Methanobacteriaceae;  g__Methanobrevibacter; NA","DaysLinear",0.57409319895812
"DaysLinear295",-0.00892506290508406,0.00725454325808679,66,-1.23027220151112,0.222962228940113,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__Intestinimonas; NA","DaysLinear",0.57409319895812
"DaysLinear126",0.00662244751570898,0.00561262538730748,161,1.17991974498871,0.239772600677098,"d__Bacteria;  p__Firmicutes;  c__Bacilli;  o__Lactobacillales;  f__Streptococcaceae;  g__Streptococcus; NA","DaysLinear",0.59147714574068
"DaysLinear134",-0.0118708177223604,0.00970347774098394,23,-1.22335703128605,0.233581231692889,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Christensenellales;  f__Christensenellaceae;  g__Christensenellaceae_R-7_group;  s__metagenome","DaysLinear",0.59147714574068
"DaysLinear154",0.0116450336052753,0.00989416462928916,57,1.1769597577549,0.244103071019769,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Clostridiales;  f__Clostridiaceae;  g__Clostridium_sensu_stricto_1;  s__metagenome","DaysLinear",0.59147714574068
"DaysLinear206",0.00809896293766,0.00670406506794883,18,1.20806747183585,0.242654447288851,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Dorea; NA","DaysLinear",0.59147714574068
"DaysLinear212",-0.00567523126633353,0.00472473864764058,82,-1.20117358643056,0.233141912881654,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__GCA-900066575;  s__uncultured_bacterium","DaysLinear",0.59147714574068
"DaysLinear213",0.00766761423625278,0.00647632110829073,35,1.18394596377209,0.244413073019797,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__GCA-900066575;  s__uncultured_organism","DaysLinear",0.59147714574068
"DaysLinear214",-0.00960769477429478,0.00815545536201935,40,-1.17806969050908,0.245730206916516,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__GCA-900066575; NA","DaysLinear",0.59147714574068
"DaysLinear258",-0.00870689961003469,0.00731829991907214,77,-1.18974347954007,0.237802811615373,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Sellimonas;  s__uncultured_bacterium","DaysLinear",0.59147714574068
"DaysLinear310",-0.00825501225999587,0.00703894520169873,72,-1.17276268296614,0.244756487007634,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__UCG-003; NA","DaysLinear",0.59147714574068
"DaysLinear347",-0.0157568987989325,0.013196756254675,20,-1.19399786544898,0.246448810725283,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Paludicola;  s__uncultured_bacterium","DaysLinear",0.59147714574068
"DaysLinear396",0.0298446076391359,0.0241565999513424,10,1.23546391873238,0.244895270123211,"d__Bacteria;  p__Firmicutes;  c__Negativicutes;  o__Acidaminococcales;  f__Acidaminococcaceae;  g__Acidaminococcus;  s__uncultured_organism","DaysLinear",0.59147714574068
"DaysLinear398",-0.00893074657474263,0.00762064330071297,68,-1.17191504999415,0.245320827635327,"d__Bacteria;  p__Firmicutes;  c__Negativicutes;  o__Acidaminococcales;  f__Acidaminococcaceae;  g__Phascolarctobacterium; NA","DaysLinear",0.59147714574068
"DaysLinear163",-0.016057175845745,0.0137136275531132,31,-1.17089193093185,0.250564342204968,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Eubacterium]_hallii_group;  s__uncultured_bacterium","DaysLinear",0.598032021174289
"DaysLinear11",0.00985510910692967,0.00873277026569243,60,1.12852036720197,0.263592434524752,"d__Bacteria;  p__Actinobacteriota;  c__Actinobacteria;  o__Micrococcales;  f__Micrococcaceae;  g__Rothia; NA","DaysLinear",0.615523955214557
"DaysLinear161",-0.0265810573869449,0.022150648769899,9,-1.20001258938594,0.260768545684524,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__[Eubacterium]_fissicatena_group;  s__uncultured_bacterium","DaysLinear",0.615523955214557
"DaysLinear240",-0.00899506993053159,0.00761947560751383,12,-1.18053661352512,0.260658459156085,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnospiraceae_UCG-001;  s__metagenome","DaysLinear",0.615523955214557
"DaysLinear344",0.0124455774164399,0.0109710944590806,48,1.13439707067136,0.262261569455854,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Negativibacillus;  s__uncultured_bacterium","DaysLinear",0.615523955214557
"DaysLinear17",0.00361956496076757,0.00340725885589422,120,1.06230994293436,0.29022820722579,"d__Bacteria;  p__Actinobacteriota;  c__Coriobacteriia;  o__Coriobacteriales;  f__Coriobacteriaceae;  g__Collinsella; NA","DaysLinear",0.631485846288539
"DaysLinear29",-0.00756535169499404,0.00716998200385822,37,-1.05514235473995,0.298201649636254,"d__Bacteria;  p__Actinobacteriota;  c__Coriobacteriia;  o__Coriobacteriales;  f__Eggerthellaceae;  g__Senegalimassilia;  s__uncultured_bacterium","DaysLinear",0.631485846288539
"DaysLinear45",0.0113852069801038,0.0108294174304105,60,1.05132220207271,0.297326547138939,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Barnesiellaceae;  g__Barnesiella; NA","DaysLinear",0.631485846288539
"DaysLinear48",0.0138678844971492,0.0123654549706225,12,1.12150216309033,0.284015202029091,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Marinifilaceae;  g__Butyricimonas;  s__uncultured_bacterium","DaysLinear",0.631485846288539
"DaysLinear52",0.00316922701254785,0.00284511886715544,11,1.11391725988463,0.289062398954547,"d__Bacteria;  p__Bacteroidota;  c__Bacteroidia;  o__Bacteroidales;  f__Muribaculaceae; NA; NA","DaysLinear",0.631485846288539
"DaysLinear79",-0.0232617145885528,0.019819102708877,8,-1.17370170235476,0.274270528654949,"d__Bacteria;  p__Desulfobacterota;  c__Desulfovibrionia;  o__Desulfovibrionales;  f__Desulfovibrionaceae;  g__Desulfovibrio;  s__Desulfovibrio_desulfuricans","DaysLinear",0.631485846288539
"DaysLinear152",0.0181327428022792,0.0164657136765618,31,1.1012424458765,0.27926859222755,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Clostridiales;  f__Clostridiaceae;  g__Clostridium_sensu_stricto_1;  s__Clostridium_perfringens","DaysLinear",0.631485846288539
"DaysLinear184",0.0108666085209262,0.0100049413012108,55,1.08612416542725,0.282161529318509,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Agathobacter;  s__Eubacterium_ramulus","DaysLinear",0.631485846288539
"DaysLinear219",-0.00667687866086132,0.00588692622197182,12,-1.13418758943184,0.278865366114604,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Lachnoclostridium;  s__[Clostridium]_hylemonae","DaysLinear",0.631485846288539
"DaysLinear260",-0.0143195099638553,0.0132962314980915,21,-1.07696003682778,0.293715043251363,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Lachnospirales;  f__Lachnospiraceae;  g__Sellimonas; NA","DaysLinear",0.631485846288539
"DaysLinear274",-0.00659568441797474,0.00623137233196988,130,-1.05846418198055,0.291806659696027,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Monoglobales;  f__Monoglobaceae;  g__Monoglobus; NA","DaysLinear",0.631485846288539
"DaysLinear279",-0.0101037691282361,0.00947700940949543,26,-1.06613475745974,0.296163275330527,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__[Eubacterium]_coprostanoligenes_group;  g__[Eubacterium]_coprostanoligenes_group;  s__uncultured_organism","DaysLinear",0.631485846288539
"DaysLinear285",0.0058090177163922,0.00546529162570933,107,1.06289254338523,0.290223653956861,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Butyricicoccaceae;  g__Butyricicoccus; NA","DaysLinear",0.631485846288539
"DaysLinear286",-0.012978766549531,0.0116280290953711,21,-1.11616220109886,0.276962016794619,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Butyricicoccaceae;  g__UCG-008;  s__uncultured_bacterium","DaysLinear",0.631485846288539
"DaysLinear313",-0.024140476421226,0.0217177111528618,11,-1.11155711811946,0.290033077781549,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae;  g__UCG-005;  s__uncultured_bacterium","DaysLinear",0.631485846288539
"DaysLinear321",-0.00599158986782723,0.0056938427278278,68,-1.05229282827645,0.296390278387652,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Oscillospiraceae; NA; NA","DaysLinear",0.631485846288539
"DaysLinear350",0.0210636623099063,0.0192249794328818,23,1.09564030398284,0.284576806145553,"d__Bacteria;  p__Firmicutes;  c__Clostridia;  o__Oscillospirales;  f__Ruminococcaceae;  g__Ruminococcus;  s__uncultured_Ruminococcus","DaysLinear",0.631485846288539
